Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+4E2D,100241706_00006_1,988,3087,B0001,C0049,151,248
U+3067,100241706_00006_1,1010,3338,B0001,C0050,141,216
U+5C41,100241706_00006_1,610,939,B0001,C0051,225,240
U+3092,100241706_00006_1,676,1235,B0001,C0052,176,191
U+3072,100241706_00006_1,680,1487,B0001,C0053,127,172
U+308A,100241706_00006_1,715,1660,B0001,C0054,55,168
U+3042,100241706_00006_1,668,1844,B0001,C0055,143,153
U+3075,100241706_00006_1,680,2002,B0001,C0056,151,196
U+4EA4,100241706_00006_1,660,2235,B0001,C0057,175,212
U+308A,100241706_00006_1,744,2466,B0001,C0058,45,188
U+6D45,100241706_00006_1,674,2678,B0001,C0059,183,171
U+304B,100241706_00006_1,722,2884,B0001,C0060,53,104
U+3089,100241706_00006_1,703,2990,B0001,C0061,99,260
U+305A,100241706_00006_1,664,3310,B0001,C0062,181,168
U+6211,100241706_00006_1,324,951,B0001,C0063,224,309
U+5618,100241706_00006_1,339,1284,B0001,C0064,191,212
U+3092,100241706_00006_1,399,1511,B0001,C0065,121,223
U+6893,100241706_00006_1,336,1828,B0001,C0066,173,169
U+306B,100241706_00006_1,403,2050,B0001,C0067,61,81
U+92F3,100241706_00006_1,357,2199,B0001,C0068,172,193
U+3081,100241706_00006_1,371,2402,B0001,C0069,117,195
U+5DF1,100241706_00006_1,380,2662,B0001,C0070,163,124
U+5618,100241706_00006_1,337,3073,B0001,C0071,213,232
U+306E,100241706_00006_1,383,3389,B0001,C0072,101,192
U+865A,100241706_00007_2,1831,936,B0001,C0001,168,167
U+5357,100241706_00007_2,1861,1124,B0001,C0002,108,167
U+7559,100241706_00007_2,1848,1305,B0001,C0003,127,153
U+5225,100241706_00007_2,1848,1479,B0001,C0004,116,145
U+5FD7,100241706_00007_2,1871,1619,B0001,C0005,120,140
U+5DFB,100241706_00007_2,1856,1769,B0001,C0006,163,132
U+4E4B,100241706_00007_2,1859,1916,B0001,C0007,149,100
U+4E0A,100241706_00007_2,1881,2031,B0001,C0008,119,100
U+6C5F,100241706_00007_2,1868,2601,B0001,C0009,136,103
U+6238,100241706_00007_2,1863,2707,B0001,C0010,103,148
U+6728,100241706_00007_2,1871,2836,B0001,C0011,139,112
U+5C51,100241706_00007_2,1855,2989,B0001,C0012,112,149
U+5EB5,100241706_00007_2,1844,3157,B0001,C0013,156,136
U+8FF0,100241706_00007_2,1851,3303,B0001,C0014,152,135
U+98EF,100241706_00007_2,1596,1331,B0001,C0015,191,153
U+3081,100241706_00007_2,1643,1584,B0001,C0016,96,99
U+3057,100241706_00007_2,1679,1692,B0001,C0017,21,156
U+3044,100241706_00007_2,1643,1944,B0001,C0018,97,61
U+3044,100241706_00007_2,1637,2031,B0001,C0019,120,61
U+306F,100241706_00007_2,1655,2219,B0001,C0020,85,119
U+3093,100241706_00007_2,1637,2365,B0001,C0021,128,99
U+307E,100241706_00007_2,1667,2579,B0001,C0022,45,105
U+3093,100241706_00007_2,1641,2683,B0001,C0023,105,72
U+307E,100241706_00007_2,1647,2783,B0001,C0024,113,115
U+25B2,100241706_00007_2,1393,932,B0001,C0025,96,51
U+547D,100241706_00007_2,1372,1048,B0001,C0026,177,177
U+53F8,100241706_00007_2,1388,1248,B0001,C0027,99,124
U+3081,100241706_00007_2,1453,1551,B0001,C0028,76,92
U+3044,100241706_00007_2,1455,1651,B0001,C0029,75,52
U+3057,100241706_00007_2,1491,1699,B0001,C0030,17,104
U+3092,100241706_00007_2,1460,1821,B0001,C0031,75,91
U+3064,100241706_00007_2,1464,1925,B0001,C0032,71,103
U+3081,100241706_00007_2,1459,2037,B0001,C0033,69,80
U+3066,100241706_00007_2,1457,2119,B0001,C0034,57,76
U+3081,100241706_00007_2,1461,2207,B0001,C0035,65,83
U+3057,100241706_00007_2,1488,2300,B0001,C0036,17,113
U+3044,100241706_00007_2,1459,2427,B0001,C0037,71,71
U+306E,100241706_00007_2,1463,2497,B0001,C0038,61,75
U+3061,100241706_00007_2,1467,2572,B0001,C0039,55,91
U+3092,100241706_00007_2,1452,2663,B0001,C0040,85,100
U+3064,100241706_00007_2,1460,2769,B0001,C0041,75,51
U+304B,100241706_00007_2,1473,2820,B0001,C0042,43,63
U+3055,100241706_00007_2,1464,2883,B0001,C0043,56,73
U+3069,100241706_00007_2,1477,2967,B0001,C0044,63,77
U+308B,100241706_00007_2,1475,3044,B0001,C0045,41,77
U+306E,100241706_00007_2,1455,3129,B0001,C0046,77,72
U+5B9D,100241706_00007_2,1463,3201,B0001,C0047,85,112
U+306A,100241706_00007_2,1460,3313,B0001,C0048,72,79
U+308B,100241706_00007_2,1468,3392,B0001,C0049,48,53
U+3086,100241706_00007_2,1457,3467,B0001,C0050,75,80
U+3078,100241706_00007_2,1448,3547,B0001,C0051,117,37
U+3081,100241706_00007_2,1373,1555,B0001,C0052,73,85
U+3057,100241706_00007_2,1405,1648,B0001,C0053,17,132
U+306A,100241706_00007_2,1379,1792,B0001,C0054,72,93
U+308B,100241706_00007_2,1392,1893,B0001,C0055,35,72
U+3079,100241706_00007_2,1357,1969,B0001,C0056,99,64
U+3057,100241706_00007_2,1395,2015,B0001,C0057,20,292
U+307E,100241706_00007_2,1179,979,B0001,C0058,68,124
U+3093,100241706_00007_2,1145,1104,B0001,C0059,144,95
U+307E,100241706_00007_2,1159,1203,B0001,C0060,100,119
U+306F,100241706_00007_2,1165,1331,B0001,C0061,80,79
U+307E,100241706_00007_2,1183,1401,B0001,C0062,60,129
U+309D,100241706_00007_2,1196,1539,B0001,C0063,27,36
U+306A,100241706_00007_2,1165,1588,B0001,C0064,87,111
U+308B,100241706_00007_2,1183,1701,B0001,C0065,39,75
U+3079,100241706_00007_2,1143,1781,B0001,C0066,119,61
U+3057,100241706_00007_2,1199,1836,B0001,C0067,17,156
U+3059,100241706_00007_2,1177,1993,B0001,C0068,68,111
U+3079,100241706_00007_2,1143,2104,B0001,C0069,112,65
U+3066,100241706_00007_2,1164,2171,B0001,C0070,76,97
U+7269,100241706_00007_2,1152,2281,B0001,C0071,111,116
U+3092,100241706_00007_2,1153,2399,B0001,C0072,105,103
U+3064,100241706_00007_2,1165,2503,B0001,C0073,89,113
U+3050,100241706_00007_2,1188,2612,B0001,C0074,60,93
U+3092,100241706_00007_2,1159,2721,B0001,C0075,103,107
U+307E,100241706_00007_2,1183,2821,B0001,C0076,57,115
U+309D,100241706_00007_2,1201,2949,B0001,C0077,27,33
U+3068,100241706_00007_2,1185,2984,B0001,C0078,53,99
U+3044,100241706_00007_2,1169,3088,B0001,C0079,75,65
U+3075,100241706_00007_2,1157,3156,B0001,C0080,93,80
U+3044,100241706_00007_2,1163,3248,B0001,C0081,96,60
U+306E,100241706_00007_2,1168,3327,B0001,C0082,80,79
U+3061,100241706_00007_2,1175,3411,B0001,C0083,71,99
U+3092,100241706_00007_2,1159,3508,B0001,C0084,97,101
U+3064,100241706_00007_2,928,981,B0001,C0085,91,123
U+3050,100241706_00007_2,948,1104,B0001,C0086,59,117
U+307E,100241706_00007_2,947,1225,B0001,C0087,45,112
U+305F,100241706_00007_2,932,1339,B0001,C0088,64,76
U+6BCD,100241706_00007_2,896,1432,B0001,C0089,139,104
U+306E,100241706_00007_2,933,1548,B0001,C0090,73,68
U+7121,100241706_00007_2,905,1643,B0001,C0091,123,133
U+304D,100241706_00007_2,931,1777,B0001,C0092,63,112
U+5B50,100241706_00007_2,915,1897,B0001,C0093,104,108
U+5F8C,100241706_00007_2,921,2032,B0001,C0094,109,119
U+306E,100241706_00007_2,935,2173,B0001,C0095,71,61
U+6BCD,100241706_00007_2,901,2263,B0001,C0096,133,101
U+3092,100241706_00007_2,921,2387,B0001,C0097,97,107
U+305F,100241706_00007_2,928,2505,B0001,C0098,95,100
U+306E,100241706_00007_2,936,2619,B0001,C0099,81,72
U+307F,100241706_00007_2,939,2692,B0001,C0100,56,101
U+80B2,100241706_00007_2,929,2815,B0001,C0101,80,148
U+3092,100241706_00007_2,923,2976,B0001,C0102,100,103
U+307E,100241706_00007_2,948,3076,B0001,C0103,49,120
U+309D,100241706_00007_2,951,3197,B0001,C0104,39,36
U+6BCD,100241706_00007_2,899,3247,B0001,C0105,133,97
U+3068,100241706_00007_2,941,3348,B0001,C0106,63,92
U+3044,100241706_00007_2,927,3459,B0001,C0107,81,67
U+3075,100241706_00007_2,913,3527,B0001,C0108,93,80
U+3082,100241706_00007_2,701,980,B0001,C0109,59,119
U+5B50,100241706_00007_2,675,1115,B0001,C0110,113,111
U+306E,100241706_00007_2,685,1241,B0001,C0111,87,68
U+547D,100241706_00007_2,671,1327,B0001,C0112,127,136
U+3092,100241706_00007_2,677,1463,B0001,C0113,105,111
U+3064,100241706_00007_2,688,1575,B0001,C0114,85,117
U+3050,100241706_00007_2,711,1699,B0001,C0115,53,103
U+3086,100241706_00007_2,687,1811,B0001,C0116,89,79
U+3078,100241706_00007_2,672,1891,B0001,C0117,113,76
U+306B,100241706_00007_2,672,1971,B0001,C0118,103,92
U+307E,100241706_00007_2,701,2079,B0001,C0119,63,125
U+309D,100241706_00007_2,729,2209,B0001,C0120,27,36
U+306F,100241706_00007_2,693,2263,B0001,C0121,75,112
U+309D,100241706_00007_2,720,2381,B0001,C0122,20,39
U+306A,100241706_00007_2,693,2437,B0001,C0123,92,107
U+308B,100241706_00007_2,709,2549,B0001,C0124,37,65
U+3079,100241706_00007_2,660,2617,B0001,C0125,129,63
U+3057,100241706_00007_2,716,2684,B0001,C0126,25,256
U+25B2,100241706_00007_2,424,927,B0001,C0127,104,45
U+610F,100241706_00007_2,404,1052,B0001,C0128,144,163
U+6839,100241706_00007_2,411,1241,B0001,C0129,172,132
U+4E16,100241706_00007_2,427,1505,B0001,C0130,123,108
U+6839,100241706_00007_2,423,1649,B0001,C0131,164,132
U+4F55,100241706_00007_2,443,1920,B0001,C0132,100,124
U+308C,100241706_00007_2,453,2047,B0001,C0133,88,121
U+3082,100241706_00007_2,463,2173,B0001,C0134,61,88
U+7C73,100241706_00007_2,437,2283,B0001,C0135,95,131
U+306E,100241706_00007_2,449,2420,B0001,C0136,79,81
U+540D,100241706_00007_2,429,2501,B0001,C0137,103,117
U+3044,100241706_00007_2,447,2635,B0001,C0138,88,55
U+306E,100241706_00007_2,449,2709,B0001,C0139,80,79
U+3061,100241706_00007_2,452,2787,B0001,C0140,81,127
U+306E,100241706_00007_2,445,2909,B0001,C0141,116,109
